Strategy,Final Value,Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Ticker
Weighted DCA,120423.03,318.16,11.16,0.5,77.42,IBOC
DCA,100829.78,300.4,10.51,0.5,77.43,IBOC
Enhanced DCA,95449.04,294.92,10.31,0.5,77.41,IBOC
Weighted DCA,69674.01,263.44,25.43,0.69,61.74,IBP
DCA,59015.71,246.84,23.65,0.66,61.75,IBP
Enhanced DCA,55077.74,239.93,22.92,0.64,61.73,IBP
DCA,2255.01,-79.63,-7.52,0.21,97.03,IBRX
Enhanced DCA,2215.86,-81.38,-7.68,0.21,97.03,IBRX
Weighted DCA,1833.85,-100.3,-9.38,0.2,97.03,IBRX
Enhanced DCA,4198.2,-17.48,-11.28,-1.22,23.29,IBTA
DCA,4057.7,-20.88,-13.32,-1.31,25.47,IBTA
Weighted DCA,3655.43,-31.32,-19.3,-1.27,36.27,IBTA
DCA,4913.36,-1.75,-0.05,0.25,94.68,ICCC
Enhanced DCA,4316.17,-14.71,-0.38,0.25,95.38,ICCC
Weighted DCA,3715.5,-29.69,-0.77,0.24,95.76,ICCC
DCA,4035.68,-21.43,-5.09,-0.65,61.19,ICCM
Enhanced DCA,3664.92,-31.06,-7.3,-1.61,66.2,ICCM
Weighted DCA,3335.06,-40.49,-9.41,-1.4,69.59,ICCM
Enhanced DCA,57226.27,243.76,13.06,0.58,60.99,ICE
Weighted DCA,55493.41,240.68,12.89,0.55,73.58,ICE
DCA,54626.06,239.11,12.8,0.56,69.12,ICE
Weighted DCA,25294.84,162.12,8.91,0.43,55.83,ICFI
DCA,23318.89,153.98,8.45,0.41,55.83,ICFI
Enhanced DCA,23133.69,153.19,8.4,0.41,55.83,ICFI
Enhanced DCA,2733.87,-60.37,-21.07,-0.76,60.5,ICG
DCA,2587.32,-65.88,-22.76,-0.78,62.31,ICG
Weighted DCA,1644.31,-111.21,-35.33,-0.8,82.7,ICG
Weighted DCA,25188.97,161.7,12.53,0.61,60.7,ICHGF
DCA,22833.25,151.88,11.73,0.57,60.72,ICHGF
Enhanced DCA,21563.64,146.16,11.26,0.55,60.72,ICHGF
Weighted DCA,4520.25,-10.09,-1.14,0.13,77.35,ICHR
Enhanced DCA,4277.41,-15.61,-1.76,0.09,77.36,ICHR
DCA,4273.17,-15.71,-1.77,0.1,77.39,ICHR
Weighted DCA,12450.2,91.23,4.55,0.26,86.75,ICL
DCA,10101.12,70.32,3.49,0.24,86.75,ICL
Enhanced DCA,8897.08,57.63,2.85,0.22,85.32,ICL
Weighted DCA,194137.86,365.91,14.32,0.52,67.73,ICLR
DCA,189194.97,363.33,14.21,0.52,67.73,ICLR
Enhanced DCA,186759.64,362.04,14.15,0.53,67.73,ICLR
Enhanced DCA,5525.14,9.99,0.86,0.05,80.34,ICMB
DCA,5510.61,9.72,0.84,0.05,80.34,ICMB
Weighted DCA,5481.57,9.2,0.79,0.05,80.33,ICMB
DCA,3976.76,-22.9,-16.88,-1.12,23.66,ICON
Enhanced DCA,3824.99,-26.79,-19.46,-1.07,27.81,ICON
Weighted DCA,3489.85,-35.96,-25.21,-1.07,34.48,ICON
Weighted DCA,6078.03,19.52,4.96,0.42,20.87,ICR-PA
DCA,5872.24,16.08,4.06,0.38,20.87,ICR-PA
Enhanced DCA,5856.6,15.81,4.0,0.4,20.29,ICR-PA
Weighted DCA,5234.69,4.59,3.96,0.55,2.27,ICRP
DCA,5165.23,3.25,2.79,0.37,1.6,ICRP
Enhanced DCA,5082.52,1.64,1.39,-0.2,0.84,ICRP
Enhanced DCA,10115.45,70.46,2.44,0.2,99.52,ICTSF
DCA,9860.29,67.91,2.35,0.2,99.52,ICTSF
Weighted DCA,8328.5,51.02,1.76,0.2,99.51,ICTSF
Enhanced DCA,142.55,-355.75,-54.3,-1.46,98.8,ICU
DCA,101.13,-390.07,-57.62,-1.58,99.07,ICU
Weighted DCA,28.42,-517.01,-67.95,-1.8,99.74,ICU
Weighted DCA,87875.76,286.65,8.94,0.39,73.82,ICUI
Enhanced DCA,83931.95,282.06,8.79,0.38,73.82,ICUI
DCA,81551.34,279.18,8.69,0.38,73.82,ICUI
Enhanced DCA,317289.87,415.04,8.2,0.44,54.01,IDA
Weighted DCA,317023.68,414.95,8.2,0.44,54.01,IDA
DCA,314873.11,414.27,8.18,0.44,54.01,IDA
DCA,5036.78,0.73,0.16,0.25,94.63,IDAI
Enhanced DCA,3846.85,-26.22,-5.53,0.22,95.85,IDAI
Weighted DCA,2158.76,-83.99,-16.67,0.15,97.59,IDAI
Weighted DCA,421389.7,443.41,10.63,0.21,93.83,IDCC
Enhanced DCA,396685.6,437.37,10.47,0.21,93.83,IDCC
DCA,388124.44,435.19,10.42,0.21,93.83,IDCC
Weighted DCA,14210.26,104.45,6.9,0.41,52.39,IDE
DCA,13932.09,102.48,6.76,0.41,52.43,IDE
Enhanced DCA,13890.64,102.18,6.74,0.41,52.4,IDE
Weighted DCA,16323.6,118.32,9.02,0.44,50.03,IDEXF
DCA,15501.73,113.15,8.61,0.42,50.04,IDEXF
Enhanced DCA,15291.66,111.79,8.5,0.42,50.04,IDEXF
Weighted DCA,153494.61,342.42,36.23,0.27,506.43,IDKOF
DCA,117625.41,315.81,33.0,0.28,488.4,IDKOF
Enhanced DCA,95092.27,294.54,30.47,0.29,482.76,IDKOF
Enhanced DCA,8557.98,53.74,4.03,0.22,64.71,IDKOY
DCA,8510.61,53.19,3.99,0.22,64.71,IDKOY
Weighted DCA,8337.21,51.13,3.83,0.22,67.17,IDKOY
Enhanced DCA,409.02,-250.34,-9.24,0.12,99.24,IDN
DCA,396.06,-253.56,-9.35,0.12,99.23,IDN
Weighted DCA,336.17,-269.96,-9.92,0.11,99.36,IDN
Weighted DCA,1405.12,-126.93,-19.39,-0.22,87.16,IDPUF
Enhanced DCA,1360.94,-130.13,-19.83,-0.25,87.13,IDPUF
DCA,1353.26,-130.69,-19.9,-0.26,87.17,IDPUF
Weighted DCA,195539.78,366.63,15.21,0.35,98.2,IDR
Enhanced DCA,173211.69,354.51,14.67,0.36,98.2,IDR
DCA,153017.56,342.11,14.12,0.36,98.21,IDR
Weighted DCA,25802.84,164.1,6.97,0.36,98.8,IDT
Enhanced DCA,24036.71,157.01,6.66,0.36,98.92,IDT
DCA,23837.88,156.18,6.63,0.36,98.93,IDT
DCA,233.0,-306.62,-29.73,0.22,99.25,IDVV
Enhanced DCA,140.58,-357.14,-33.7,0.21,99.25,IDVV
Weighted DCA,68.62,-428.86,-38.95,0.2,99.65,IDVV
Weighted DCA,35825819.96,887.7,77.38,-0.22,260.57,IDWM
DCA,24657039.92,850.34,73.16,-0.22,213.97,IDWM
Enhanced DCA,23905583.07,847.24,72.81,-0.22,215.6,IDWM
Enhanced DCA,4555.8,-9.3,-7.19,-0.55,20.15,IDXG
DCA,4526.94,-9.94,-7.67,-0.46,23.2,IDXG
Weighted DCA,4327.68,-14.44,-10.94,-0.44,30.96,IDXG
Weighted DCA,5062.6,1.24,9.37,0.0,4.76,IDXMF
Enhanced DCA,5043.64,0.87,6.46,0.0,3.09,IDXMF
DCA,5039.12,0.78,5.77,0.0,4.18,IDXMF
Weighted DCA,2027761.48,600.52,19.15,0.6,81.42,IDXX
DCA,1684635.81,581.99,18.51,0.6,81.43,IDXX
Enhanced DCA,1660184.94,580.52,18.46,0.59,81.43,IDXX
Weighted DCA,13792.12,101.47,17.29,0.51,69.32,IDYA
DCA,12153.24,88.82,14.98,0.47,69.23,IDYA
Enhanced DCA,11922.82,86.9,14.64,0.46,69.23,IDYA
DCA,6792.9,30.64,9.84,0.33,52.26,IE
Enhanced DCA,6750.0,30.01,9.62,0.34,47.59,IE
Weighted DCA,6120.49,20.22,6.39,0.26,63.03,IE
Enhanced DCA,5042.85,0.85,0.06,0.26,97.58,IEGCF
DCA,4458.88,-11.45,-0.83,0.25,97.58,IEGCF
Weighted DCA,3333.63,-40.54,-2.92,0.23,97.5,IEGCF
Enhanced DCA,212087.37,374.76,14.34,0.34,79.47,IEHC
DCA,162707.45,348.25,13.26,0.33,87.01,IEHC
Weighted DCA,146533.18,337.78,12.83,0.33,88.33,IEHC
Enhanced DCA,36837.83,199.71,5.37,0.29,84.21,IEP
DCA,36563.64,198.96,5.35,0.29,84.21,IEP
Weighted DCA,35435.05,195.83,5.26,0.29,84.21,IEP
DCA,12222.58,89.38,3.29,0.34,99.06,IESC
Enhanced DCA,12150.98,88.8,3.26,0.33,98.98,IESC
Weighted DCA,8925.69,57.95,2.12,0.32,99.25,IESC
Weighted DCA,474982.34,455.38,13.35,0.63,58.67,IEX
DCA,443474.42,448.52,13.14,0.64,58.67,IEX
Enhanced DCA,440892.68,447.94,13.12,0.64,58.67,IEX
DCA,225.51,-309.88,-50.08,-2.42,96.25,IFBD
Enhanced DCA,70.26,-426.51,-61.57,-2.17,98.82,IFBD
Weighted DCA,22.16,-541.87,-70.33,-1.73,99.58,IFBD
Enhanced DCA,22300.11,149.52,12.6,0.5,14.37,IFCNF
DCA,22203.98,149.08,12.56,0.49,20.89,IFCNF
Weighted DCA,21879.64,147.61,12.43,0.48,25.54,IFCNF
Weighted DCA,8315.71,50.87,13.39,1.07,22.34,IFED
DCA,7721.97,43.46,11.34,1.04,22.36,IFED
Enhanced DCA,7419.66,39.47,10.24,1.07,20.8,IFED
Enhanced DCA,152330.39,341.66,6.95,0.36,67.63,IFF
DCA,151679.72,341.23,6.94,0.36,67.63,IFF
Weighted DCA,144798.19,336.59,6.85,0.36,67.63,IFF
DCA,5000.0,0.0,0.0,0.0,0.0,IFHLY
Enhanced DCA,5000.0,0.0,0.0,0.0,0.0,IFHLY
Weighted DCA,5000.0,0.0,0.0,0.0,0.0,IFHLY
Enhanced DCA,91568.33,290.76,9.64,0.36,71.52,IFN
DCA,91057.38,290.21,9.62,0.35,71.52,IFN
Weighted DCA,82392.68,280.21,9.27,0.35,71.52,IFN
Weighted DCA,58809.68,246.49,15.99,0.6,63.48,IFNNF
DCA,49903.42,230.07,14.85,0.59,63.49,IFNNF
Enhanced DCA,45801.18,221.49,14.26,0.58,63.49,IFNNF
DCA,13885.95,102.14,4.08,0.29,97.54,IFNNY
Enhanced DCA,13201.95,97.09,3.88,0.28,97.54,IFNNY
Weighted DCA,8101.23,48.26,1.91,0.27,98.45,IFNNY
Enhanced DCA,1102.24,-151.21,-17.43,-0.34,91.26,IFRX
DCA,1033.64,-157.64,-18.1,-0.35,91.89,IFRX
Weighted DCA,889.3,-172.68,-19.65,-0.32,93.54,IFRX
Enhanced DCA,9097.95,59.86,10.04,0.49,43.58,IFS
DCA,8915.55,57.84,9.68,0.47,42.2,IFS
Weighted DCA,8886.42,57.51,9.63,0.47,44.33,IFS
Enhanced DCA,18239.84,129.42,6.72,0.42,50.35,IGA
DCA,17961.79,127.88,6.63,0.41,51.21,IGA
Weighted DCA,17004.1,122.4,6.34,0.39,56.35,IGA
Enhanced DCA,89.44,-402.36,-18.78,0.06,99.42,IGC
DCA,89.43,-402.38,-18.78,0.06,99.42,IGC
Weighted DCA,64.75,-434.67,-20.12,-0.13,99.25,IGC
Enhanced DCA,13455.72,99.0,4.95,0.31,50.94,IGD
Weighted DCA,12388.8,90.74,4.53,0.28,59.0,IGD
DCA,12183.43,89.06,4.44,0.28,57.79,IGD
Weighted DCA,9118.8,60.09,3.77,0.28,31.78,IGI
DCA,8689.49,55.27,3.46,0.26,31.81,IGI
Enhanced DCA,8390.03,51.76,3.24,0.24,31.81,IGI
Enhanced DCA,16609.32,120.05,17.41,0.56,24.53,IGIC
DCA,16244.43,117.83,17.06,0.55,32.92,IGIC
Weighted DCA,15219.7,111.32,16.05,0.52,45.77,IGIC
Weighted DCA,5.71,-677.48,-21.61,0.14,99.89,IGPK
DCA,1.25,-829.37,-25.77,0.21,99.99,IGPK
Enhanced DCA,0.56,-910.28,-27.9,0.21,100.0,IGPK
Weighted DCA,13142.84,96.64,4.58,0.28,87.08,IGR
DCA,11601.43,84.17,3.98,0.27,87.1,IGR
Enhanced DCA,10813.96,77.14,3.64,0.26,86.48,IGR
Weighted DCA,5631.22,11.89,3.27,0.68,49.48,IGTA
DCA,5469.81,8.98,2.46,0.42,49.51,IGTA
Enhanced DCA,5274.43,5.34,1.46,0.19,36.02,IGTA
Weighted DCA,6324.21,23.49,6.36,0.77,14.99,IGTAU
DCA,6101.18,19.9,5.36,0.74,14.74,IGTAU
Enhanced DCA,5907.27,16.67,4.47,0.71,12.21,IGTAU
DCA,4806.62,-3.94,-0.79,0.13,56.9,IH
Enhanced DCA,4702.26,-6.14,-1.23,0.12,57.49,IH
Weighted DCA,4495.92,-10.63,-2.11,0.12,60.07,IH
Enhanced DCA,9269.67,61.73,4.37,0.27,42.81,IHD
DCA,9172.47,60.68,4.3,0.27,42.81,IHD
Weighted DCA,9081.5,59.68,4.23,0.26,43.3,IHD
Weighted DCA,61025.53,250.19,11.78,0.49,80.83,IHG
DCA,55092.01,239.96,11.28,0.48,80.84,IHG
Enhanced DCA,50206.09,230.67,10.82,0.46,80.84,IHG
Weighted DCA,3914.83,-24.47,-2.34,-0.07,83.45,IHICF
Enhanced DCA,3809.97,-27.18,-2.6,-0.09,83.49,IHICF
DCA,3743.64,-28.94,-2.77,-0.1,83.49,IHICF
Enhanced DCA,1268.04,-137.2,-19.69,-0.2,96.05,IHRT
Weighted DCA,1216.66,-141.33,-20.22,-0.15,96.86,IHRT
DCA,1164.22,-145.74,-20.78,-0.21,96.42,IHRT
Enhanced DCA,1557.25,-116.65,-21.68,-0.85,82.28,IHRTB
DCA,1205.17,-142.28,-25.77,-0.93,86.46,IHRTB
Weighted DCA,500.19,-230.22,-38.26,-0.94,94.27,IHRTB
DCA,6189.29,21.34,5.53,0.24,55.22,IHS
Enhanced DCA,6150.96,20.72,5.36,0.24,56.26,IHS
Weighted DCA,4328.25,-14.43,-3.57,0.14,71.99,IHS
Enhanced DCA,2024.01,-90.44,-1.7,0.03,94.8,IHT
DCA,1962.2,-93.54,-1.76,0.03,94.84,IHT
Weighted DCA,1904.79,-96.51,-1.82,0.03,94.84,IHT
Enhanced DCA,114146.85,312.8,10.41,0.37,73.95,IIF
DCA,111890.47,310.81,10.34,0.37,73.95,IIF
Weighted DCA,107244.03,306.57,10.19,0.37,73.95,IIF
DCA,7954.58,46.43,2.52,0.21,78.04,III
Enhanced DCA,7672.4,42.82,2.33,0.21,78.82,III
Weighted DCA,6966.5,33.17,1.8,0.21,80.74,III
DCA,92792.66,292.09,9.1,0.2,96.47,IIIN
Enhanced DCA,92449.63,291.72,9.09,0.2,96.47,IIIN
Weighted DCA,87043.87,285.7,8.89,0.2,96.36,IIIN
Weighted DCA,6990.48,33.51,4.71,0.27,52.1,IIIV
Enhanced DCA,6665.48,28.75,4.03,0.24,45.2,IIIV
DCA,6514.15,26.45,3.7,0.22,49.06,IIIV
Enhanced DCA,29931.39,178.95,5.64,0.41,40.15,IIM
DCA,29724.86,178.25,5.62,0.41,40.15,IIM
Weighted DCA,29285.56,176.77,5.57,0.4,40.15,IIM
DCA,3613.42,-32.48,-7.4,-0.55,80.34,IINN
Enhanced DCA,3470.47,-36.51,-8.28,-0.53,81.1,IINN
Weighted DCA,3248.62,-43.12,-9.7,-0.51,81.45,IINN
Enhanced DCA,5462.3,8.84,2.12,0.16,77.3,IINNW
DCA,5437.99,8.4,2.01,0.15,76.51,IINNW
Weighted DCA,5191.61,3.76,0.89,0.15,77.48,IINNW
Weighted DCA,17754.69,126.72,15.44,0.45,78.42,IIPR
DCA,13930.05,102.46,12.31,0.4,78.42,IIPR
Enhanced DCA,13481.87,99.19,11.9,0.39,78.42,IIPR
Weighted DCA,7478.08,40.25,5.2,0.43,28.18,IIPR-PA
DCA,7183.76,36.24,4.67,0.39,28.23,IIPR-PA
Enhanced DCA,6760.46,30.17,3.87,0.37,27.8,IIPR-PA
DCA,2098.87,-86.8,-16.64,-0.0,74.53,IKT
Enhanced DCA,1559.41,-116.51,-21.67,-0.02,84.4,IKT
Weighted DCA,1091.29,-152.21,-27.32,-0.07,89.0,IKT
DCA,4129.35,-19.13,-5.76,-0.23,61.62,ILAG
Weighted DCA,3611.72,-32.53,-9.59,-0.17,71.68,ILAG
Enhanced DCA,3569.2,-33.71,-9.92,-0.25,70.11,ILAG
DCA,5171.79,3.38,0.72,0.2,89.88,ILAL
Enhanced DCA,4477.11,-11.05,-2.31,0.16,91.89,ILAL
Weighted DCA,3116.37,-47.28,-9.5,0.08,92.52,ILAL
Enhanced DCA,4320.33,-14.61,-1.67,0.28,96.3,ILLMF
DCA,4211.64,-17.16,-1.96,0.28,96.3,ILLMF
Weighted DCA,3977.9,-22.87,-2.61,0.28,96.3,ILLMF
Enhanced DCA,572.54,-216.71,-29.6,-0.13,95.27,ILLR
Weighted DCA,217.9,-313.32,-39.8,-0.17,98.26,ILLR
DCA,209.9,-317.06,-40.16,-0.17,98.32,ILLR
Enhanced DCA,186949.66,362.14,15.49,0.46,86.23,ILMN
DCA,178307.21,357.41,15.28,0.46,86.23,ILMN
Weighted DCA,115331.4,313.84,13.29,0.43,86.23,ILMN
Weighted DCA,1673.03,-109.48,-13.23,0.06,93.78,ILPT
DCA,1633.77,-111.85,-13.5,0.06,93.79,ILPT
Enhanced DCA,1609.09,-113.38,-13.67,0.05,93.79,ILPT
Enhanced DCA,68.25,-429.4,-18.71,0.21,99.54,ILST
DCA,61.68,-439.52,-19.1,0.22,99.75,ILST
Weighted DCA,57.49,-446.55,-19.38,0.22,99.62,ILST
DCA,247.04,-300.76,-20.83,0.28,99.92,ILUS
Enhanced DCA,178.6,-333.21,-22.8,0.28,99.92,ILUS
Weighted DCA,133.25,-362.5,-24.54,0.28,99.91,ILUS
DCA,930.78,-168.12,-31.06,-1.38,85.64,IMA
Enhanced DCA,742.46,-190.72,-34.42,-1.58,88.79,IMA
Weighted DCA,630.52,-207.07,-36.75,-1.71,90.92,IMA
Enhanced DCA,1978.18,-92.73,-15.0,0.25,96.77,IMAB
DCA,1668.95,-109.72,-17.49,0.25,97.56,IMAB
Weighted DCA,737.27,-191.42,-28.5,0.22,98.91,IMAB
Weighted DCA,4976.61,-0.47,-0.11,-0.18,33.31,IMAQ
DCA,4847.06,-3.11,-0.75,-0.33,32.75,IMAQ
Enhanced DCA,4813.57,-3.8,-0.92,-0.48,28.06,IMAQ
Weighted DCA,4899.69,-2.03,-0.48,-0.14,23.73,IMAQU
DCA,4812.35,-3.83,-0.91,-0.21,22.8,IMAQU
Enhanced DCA,4756.24,-5.0,-1.19,-0.3,19.23,IMAQU
Weighted DCA,23652.25,155.4,5.09,0.33,98.21,IMAX
DCA,19202.64,134.56,4.39,0.31,98.23,IMAX
Enhanced DCA,18734.36,132.09,4.31,0.31,98.2,IMAX
DCA,465.28,-237.46,-35.72,-0.75,95.84,IMCC
Enhanced DCA,403.83,-251.62,-37.39,-0.79,96.17,IMCC
Weighted DCA,94.92,-396.41,-52.18,-0.71,99.07,IMCC
Weighted DCA,4447.85,-11.7,-2.48,0.13,67.31,IMCR
Enhanced DCA,4020.73,-21.8,-4.57,0.05,66.8,IMCR
DCA,3993.18,-22.48,-4.72,0.05,67.28,IMCR
Enhanced DCA,277.8,-289.03,-25.65,-0.22,98.49,IMDX
DCA,263.94,-294.15,-26.04,-0.24,98.49,IMDX
Weighted DCA,204.62,-319.6,-27.95,-0.23,98.47,IMDX
DCA,42.11,-477.69,-59.47,-1.52,99.35,IMG
Enhanced DCA,40.46,-481.69,-59.77,-1.44,99.38,IMG
Weighted DCA,25.87,-526.41,-63.03,-1.43,99.57,IMG
Enhanced DCA,777.97,-186.05,-27.84,-0.2,94.26,IMIMF
DCA,771.94,-186.83,-27.94,-0.21,94.05,IMIMF
Weighted DCA,584.14,-214.71,-31.38,-0.26,95.63,IMIMF
Enhanced DCA,141772.4,334.48,9.19,0.37,72.55,IMKTA
Weighted DCA,141403.81,334.22,9.19,0.37,72.54,IMKTA
DCA,140921.98,333.88,9.18,0.37,72.55,IMKTA
DCA,2128.44,-85.4,-6.16,-0.03,96.54,IMMP
Enhanced DCA,1833.06,-100.34,-7.19,-0.04,96.6,IMMP
Weighted DCA,1568.05,-115.96,-8.27,-0.06,96.55,IMMP
DCA,9892.19,68.23,2.67,0.2,88.63,IMMR
Enhanced DCA,8856.8,57.17,2.24,0.2,88.63,IMMR
Weighted DCA,4635.58,-7.57,-0.29,0.19,89.84,IMMR
Enhanced DCA,6098.6,19.86,5.38,0.3,75.3,IMMX
DCA,5792.44,14.71,3.96,0.28,75.16,IMMX
Weighted DCA,5665.26,12.49,3.35,0.32,80.93,IMMX
Enhanced DCA,10481.09,74.01,15.97,0.37,79.66,IMNM
DCA,9912.84,68.44,14.68,0.36,79.66,IMNM
Weighted DCA,9197.74,60.95,12.98,0.36,79.63,IMNM
Weighted DCA,0.71,-886.28,-28.37,-0.03,100.0,IMNN
DCA,0.15,-1043.15,-32.48,-0.06,100.0,IMNN
Enhanced DCA,0.13,-1052.05,-32.7,-0.06,100.0,IMNN
Enhanced DCA,503163.07,461.15,10.65,0.48,85.2,IMO
DCA,493845.84,459.28,10.6,0.48,85.2,IMO
Weighted DCA,469937.89,454.32,10.48,0.47,85.2,IMO
Weighted DCA,8759.43,56.07,2.55,0.34,97.88,IMOS
DCA,8446.27,52.43,2.39,0.34,97.93,IMOS
Enhanced DCA,8267.94,50.29,2.29,0.34,97.8,IMOS
Enhanced DCA,25.01,-529.79,-16.27,0.24,99.99,IMPM
DCA,22.08,-542.27,-16.62,0.25,99.99,IMPM
Weighted DCA,21.13,-546.63,-16.74,0.24,99.99,IMPM
DCA,6595.24,27.69,7.52,0.28,56.19,IMPP
Weighted DCA,6551.46,27.02,7.33,0.28,73.77,IMPP
Enhanced DCA,6175.96,21.12,5.68,0.23,64.01,IMPP
Weighted DCA,8312.71,50.83,14.23,1.11,7.61,IMPPP
DCA,7535.23,41.02,11.33,1.1,7.16,IMPPP
Enhanced DCA,7257.86,37.26,10.24,1.12,6.44,IMPPP
Enhanced DCA,2409.73,-72.99,-8.41,-0.04,92.55,IMRN
DCA,2293.39,-77.94,-8.95,-0.07,92.46,IMRN
Weighted DCA,1808.8,-101.68,-11.52,-0.14,92.58,IMRN
DCA,6783.22,30.5,7.58,0.31,82.17,IMRX
Enhanced DCA,6188.28,21.32,5.24,0.3,85.42,IMRX
Weighted DCA,3751.75,-28.72,-6.65,0.23,91.53,IMRX
Enhanced DCA,4958.64,-0.83,-0.54,-0.24,20.68,IMTCF
DCA,4884.94,-2.33,-1.51,-0.36,22.1,IMTCF
Weighted DCA,4849.34,-3.06,-1.98,-0.29,28.55,IMTCF
DCA,93.62,-397.79,-38.66,-0.71,99.84,IMTE
Enhanced DCA,88.88,-402.99,-39.05,-0.68,99.84,IMTE
Weighted DCA,83.19,-409.61,-39.55,-0.67,99.83,IMTE
Enhanced DCA,9.55,-626.02,-28.85,-0.02,99.99,IMTH
Weighted DCA,5.92,-673.91,-30.68,-0.09,99.98,IMTH
DCA,3.91,-715.46,-32.23,-0.03,100.0,IMTH
Enhanced DCA,4538.21,-9.69,-1.41,0.01,74.05,IMTX
Weighted DCA,4515.25,-10.2,-1.49,0.03,77.29,IMTX
DCA,4341.46,-14.12,-2.05,0.0,76.67,IMTX
Enhanced DCA,823.91,-180.31,-31.7,-0.41,92.88,IMUC
DCA,770.96,-186.96,-32.65,-0.4,93.43,IMUC
Weighted DCA,688.37,-198.29,-34.24,-0.25,95.03,IMUC
Weighted DCA,20.57,-549.36,-38.1,-0.37,99.7,IMUX
Enhanced DCA,16.82,-569.44,-39.18,-0.31,99.82,IMUX
DCA,13.85,-588.91,-40.2,-0.35,99.82,IMUX
Enhanced DCA,8660.05,54.93,9.14,0.4,79.3,IMVT
DCA,7977.11,46.71,7.72,0.4,83.21,IMVT
Weighted DCA,5324.59,6.29,1.01,0.37,91.14,IMVT
Weighted DCA,6729.4,29.7,3.55,0.21,67.77,IMXI
DCA,6526.77,26.65,3.18,0.19,67.78,IMXI
Enhanced DCA,6399.96,24.69,2.94,0.18,67.78,IMXI
DCA,281.63,-287.66,-49.76,-1.12,96.15,INAB
Enhanced DCA,249.29,-299.86,-51.21,-1.1,96.65,INAB
Weighted DCA,191.51,-326.23,-54.19,-1.27,97.52,INAB
DCA,5000.26,0.01,0.03,0.0,0.01,INAC
Weighted DCA,5000.35,0.01,0.04,0.0,0.01,INAC
Enhanced DCA,5000.22,0.0,0.02,0.0,0.01,INAC
DCA,5001.29,0.03,0.09,0.0,0.03,INACU
Weighted DCA,5001.67,0.03,0.12,0.0,0.04,INACU
Enhanced DCA,5000.8,0.02,0.06,0.0,0.02,INACU
DCA,15740.06,114.68,6.06,0.3,81.32,INBK
Enhanced DCA,15687.73,114.34,6.05,0.3,81.32,INBK
Weighted DCA,13451.86,98.97,5.21,0.28,81.32,INBK
Weighted DCA,7160.77,35.92,5.87,0.51,31.57,INBKZ
DCA,6898.89,32.19,5.24,0.45,30.92,INBKZ
Enhanced DCA,6857.78,31.59,5.14,0.44,29.71,INBKZ
DCA,1253.41,-138.36,-4.68,0.21,99.84,INBP
Enhanced DCA,1198.44,-142.84,-4.82,0.21,99.83,INBP
Weighted DCA,921.53,-169.12,-5.69,0.21,99.84,INBP
DCA,261.0,-295.27,-46.13,-1.44,96.26,INBS
Enhanced DCA,65.91,-432.89,-59.62,-1.36,99.09,INBS
Weighted DCA,64.33,-435.31,-59.82,-1.28,99.08,INBS
Weighted DCA,8662.82,54.96,50.1,1.02,13.01,INBX
DCA,7565.09,41.41,35.8,1.0,8.95,INBX
Enhanced DCA,7309.49,37.97,32.4,1.02,8.46,INBX
Weighted DCA,6056.8,19.17,2.91,0.3,88.95,INCR
DCA,4560.88,-9.19,-1.37,0.24,88.74,INCR
Enhanced DCA,4534.44,-9.77,-1.45,0.24,88.7,INCR
Weighted DCA,144175.15,336.16,11.12,0.4,98.54,INCY
Enhanced DCA,120718.13,318.4,10.5,0.39,98.54,INCY
DCA,114765.45,313.35,10.33,0.39,98.54,INCY
DCA,65606.53,257.42,6.75,0.32,93.03,INDB
Enhanced DCA,65487.87,257.24,6.75,0.32,93.25,INDB
Weighted DCA,62369.93,252.36,6.62,0.31,93.77,INDB
Enhanced DCA,2459.45,-70.95,-11.17,-0.22,86.49,INDI
DCA,2375.44,-74.43,-11.68,-0.2,87.33,INDI
Weighted DCA,2130.98,-85.29,-13.27,-0.2,89.75,INDI
Weighted DCA,3219.55,-44.02,-7.33,-0.0,96.52,INDO
Enhanced DCA,2908.22,-54.19,-8.94,-0.17,96.05,INDO
DCA,2801.94,-57.91,-9.52,-0.22,95.78,INDO
Weighted DCA,19.28,-555.8,-42.13,-0.66,99.8,INDP
Enhanced DCA,1.63,-802.57,-54.6,-0.74,99.99,INDP
DCA,1.63,-802.86,-54.62,-0.74,99.99,INDP
Weighted DCA,7670.84,42.8,4.06,0.34,93.81,INDV
DCA,6943.33,32.83,3.1,0.33,93.82,INDV
Enhanced DCA,6910.39,32.36,3.05,0.33,93.78,INDV
Enhanced DCA,4589.3,-8.57,-8.64,-1.37,16.14,INEO
DCA,4588.39,-8.59,-8.66,-1.4,14.02,INEO
Weighted DCA,4435.61,-11.98,-11.86,-1.31,20.04,INEO
Weighted DCA,6087.91,19.69,5.14,0.22,59.08,INFA
Enhanced DCA,5855.62,15.8,4.1,0.2,53.6,INFA
DCA,5583.2,11.03,2.85,0.14,56.65,INFA
Weighted DCA,8540.73,53.54,11.98,0.56,6.75,INFT
Enhanced DCA,8498.11,53.04,11.87,0.56,6.68,INFT
DCA,8398.93,51.87,11.59,0.54,6.44,INFT
Enhanced DCA,20258.06,139.91,8.2,0.31,79.49,INFU
DCA,19885.05,138.05,8.09,0.3,79.49,INFU
